"Country","x1998","x1999","x2000","x2001","x2002","x2003","x2004","x2005","x2006","x2007"
"Papua New Guinea",0.360440975798646,0.364392795444709,0.366405517532472,0.353070552772066,0.340958173362212,0.359292719362462,0.338139308615973,0.347208668797016,0.361627395226429,0.355473603044885
"Peru",1.88191775362314,2.41997602041046,2.47755681312846,2.85947292008975,2.65273345931689,2.50724758342493,3.17988536938494,2.98125183215228,2.87360198651297,3.02580163119736
"Philippines",0.228257338390623,0.224045001795537,0.22006600341394,0.231437037303874,0.248079229909991,0.26629617677034,0.259476916680958,0.262944126644102,0.224120598500188,0.228660902966153
"Pitcairn",0.0379569963213368,0.0279064426041131,0.027347055907455,0.0283555487352185,0.0262076946760925,0.0324064111079692,0.0280931595604113,0.0304530758354756,0.0270317443907455,0.0273752207969152
"Poland",3.75152597928053,4.73755569311641,4.31254956681107,4.39114032353626,4.01284683117176,3.47325172139695,3.43145145246183,4.61767261123092,4.53641479229389,4.40314538213168
"Portugal",0.722026413116279,0.578395668637874,0.628940204928018,0.740162265692137,0.723040691101883,0.569926414596899,0.567950386058693,0.611577944645626,0.71696109030897,0.825032516966777
"Prince Edward Islands",0.239094183759259,0.24835782669213,0.275164414856481,0.235983314571759,0.263814762203704,0.251785124247685,0.219382826655093,0.176449031701389,0.19446440080787,0.184264728689815
"Puerto Rico and Virgin Islands of the United States",0.161264981445087,0.12901084200578,0.144336501346821,0.131632530122832,0.137412742609827,0.133593453988439,0.137046296396676,0.118569027497832,0.136779530776734,0.127808358148844
"Qatar",1.22290822224918,1.11262815880984,1.43409829971475,1.31052067867869,1.38898972404918,1.43869167648197,1.43232280299672,1.41878654119344,1.43901175415082,1.5277402324623
"Republique du Congo",5.35463267683562,5.51480158216438,5.34287084232877,6.21084191555479,5.16990199880137,8.67542148852055,4.95383840039726,4.278442929,9.91991797421233,7.94325121099315
"Reunion",0.0874411622173913,0.0875868799728261,0.0990613775942029,0.0846636909347826,0.104284201320652,0.0996062802282609,0.0846564434619565,0.0958492656576087,0.0945058554275362,0.0889314788605072
"Romania",4.20697379602985,5.94168869255224,4.29064660683085,4.46750742780597,4.32137132171642,2.10627714115423,3.7419489520597,4.01442357399502,4.37587872956716,3.42099592462687
"Russia",5.17299356869202,4.97710749502951,4.61980728113474,4.98216646457373,4.86789801624158,4.73666681252535,4.78625034230388,4.65139614188596,5.06272780909332,5.38665972981909
"Saint Helena",0.111809996340796,0.100687037146766,0.115102368121891,0.0920049659228856,0.109076951007463,0.114496702186567,0.124210131833333,0.127207543716418,0.105003943552239,0.115916533248756
"Saint Kitts and Nevis",0.139470795138889,0.129157914916667,0.134823884944444,0.132024283731481,0.132563513018519,0.126441215787037,0.119730370583333,0.11437957862963,0.122815237731481,0.11672401887037
"Saint Lucia",0.186847503019868,0.211490679927152,0.198431465993377,0.216322917324503,0.207151843192053,0.291930764708609,0.233419516218543,0.200536980900662,0.219253765635762,0.297575462503311
"Saint Vincent and the Grenadines",0.302081103113281,0.313706764050781,0.328081775820313,0.3073726546875,0.263856548035156,0.404800759667969,0.322390994488281,0.256834329644531,0.325008999679687,0.381692714222656
